,PER,PBR,予想配当利回り(%),ROE(%),ROA(%),時価総額(10億円),今期経常利益変化率(%),過去3年平均売上高成長率(%),売上高経常利益率(%),業績予想修正率(%),自己資本比率(%),株価25日移動平均からの乖離率(%),株価75日移動平均からの乖離率(%),平均売買代金(100万円),過去60日ボラティリティー(%),ヒストリカル・ベータ,過去14日RSI,信用残／売買高レシオ,成長性,割安性,企業規模,テクニカル,財務健全性,市場トレンド,クォンツスコア
4917(マンダム),91.88,1.22,2.22,1.32,0.97,78.1,,-7.4,0.48,0.0,73.05,-1.78,-3.21,342.38,27.56,1.0,48.03,0.19,1,2,7,5,9,9,55/100
4918(アイビー),10.3,2.93,0.0,25.91,8.48,4.52,1354.55,8.11,11.43,0.0,32.75,-1.5,-5.48,57.9,66.66,0.21,56.03,6.38,10,7,2,5,2,1,45/100
4919(ミルボン),45.0,6.32,0.91,14.05,11.84,229.5,22.95,6.31,17.54,1.11,84.29,2.84,4.32,323.85,25.26,0.89,70.0,0.11,9,1,8,7,10,10,75/100
4920(日本色材),21.57,0.76,0.0,3.53,0.7,2.35,,-7.09,0.24,0.0,19.87,-2.84,-3.86,1.97,28.98,0.16,53.64,17.49,2,6,1,4,1,3,28/100
4921(ファンケル),55.6,6.38,0.98,11.48,8.3,450.37,3.53,-4.48,11.46,-0.41,72.34,-3.74,-5.19,1119.35,27.99,1.1,51.09,0.04,3,2,9,5,9,10,63/100
4922(コーセー),53.56,3.83,1.12,7.15,5.23,864.05,21.63,-3.35,7.63,-4.32,73.12,3.23,2.05,2856.14,30.2,0.86,57.78,0.47,4,1,10,7,9,10,68/100
4923(ＣＯＴＡ),29.93,4.48,1.16,14.96,11.07,38.4,11.53,5.46,22.54,0.0,74.04,-2.44,-2.47,31.08,20.35,0.83,38.69,5.77,9,2,5,4,9,8,62/100
4925(ハーバー研),21.07,0.95,1.38,4.49,3.1,11.38,168.0,-7.2,4.41,0.0,69.03,-4.97,-13.77,15.1,26.28,0.67,33.0,22.75,3,7,2,4,8,7,52/100
4926(シーボン),151.3,1.02,0.0,0.67,0.53,7.71,,-4.46,1.59,0.0,79.38,-1.3,-3.99,7.57,8.28,0.22,37.5,2.56,2,2,2,4,10,10,50/100
4927(ポーラＨＤ),46.61,3.11,2.22,6.67,5.55,526.78,51.05,-8.22,10.0,0.0,83.18,-6.32,-9.13,933.31,31.65,1.12,34.3,0.64,3,3,9,6,10,9,67/100
4928(ノエビアＨＤ),29.64,3.71,3.72,12.52,8.08,192.64,4.77,-0.13,16.07,0.0,64.55,1.08,-1.04,161.24,24.17,0.75,57.53,0.3,6,2,8,7,8,10,68/100
4929(アジュバン),45.61,2.4,1.96,5.25,4.22,9.81,16.31,-2.99,8.04,24.72,80.3,1.94,10.13,75.82,37.03,0.08,57.4,1.04,3,1,3,7,10,8,53/100
4930(グラフィコ),13.36,1.37,0.0,10.24,8.53,2.66,5.84,6.8,7.07,0.0,83.33,-4.93,-18.06,4.76,25.93,1.18,38.24,49.53,8,9,1,4,10,3,58/100
4931(新日本製薬),15.43,2.5,2.0,16.19,11.53,35.49,5.01,3.91,9.89,0.0,71.17,-6.65,-13.14,98.02,25.14,1.12,35.91,1.97,8,7,5,5,9,4,63/100
4932(アルマード),12.32,2.96,0.0,24.0,18.63,6.85,52.51,10.39,16.77,0.0,77.65,-7.28,-11.61,123.41,50.94,0.15,39.88,9.45,10,8,2,7,9,1,62/100
4933(Ｉｎｅ),37.75,5.72,0.0,15.14,7.98,39.64,36.79,10.93,6.79,1.03,52.66,0.37,-6.63,74.94,44.62,1.17,53.67,12.25,10,3,5,7,5,3,55/100
4934(Ｐアンチエイ),29.64,14.86,0.0,50.12,26.47,102.55,29.38,45.15,15.05,0.0,52.81,-7.01,-18.32,2702.35,59.76,1.05,36.3,1.0,10,4,8,9,5,3,65/100
4935(リベルタ),13.12,2.07,2.65,15.46,5.67,2.41,14.07,6.96,5.56,0.0,36.65,-5.21,-8.54,4.45,38.27,1.24,35.62,32.96,9,7,1,5,2,1,42/100
4936(アクシージア),25.27,3.27,0.0,12.93,11.25,23.5,3.94,27.38,20.01,0.0,87.01,-6.5,-17.9,73.31,46.34,0.62,39.19,17.11,10,6,4,5,10,2,62/100
4937(ワクー),28.25,20.36,0.0,72.05,9.85,3.28,29.63,,2.99,0.0,13.67,-7.8,-19.49,8.75,39.15,1.21,36.52,27.78,5,4,1,6,1,1,30/100
4951(エステー),13.43,1.13,2.41,8.41,5.77,36.25,4.36,-0.16,8.21,0.0,68.54,-5.45,-9.46,49.53,21.15,0.52,30.62,1.49,5,8,5,4,8,7,62/100
4955(アグロカネシ),38.43,0.93,1.68,2.43,1.58,17.56,13.34,-0.31,8.75,0.0,65.02,-7.92,-9.03,15.11,34.71,1.17,25.52,-2.6,4,5,3,7,8,2,48/100
4956(コニシ),13.14,1.07,2.57,8.18,4.65,69.65,10.39,-5.52,7.28,0.0,56.89,-3.22,-1.57,58.04,33.84,0.63,34.1,-0.16,3,7,6,7,6,5,57/100
4957(ヤスハラケミ),14.4,0.33,2.12,2.27,1.69,6.14,27.71,-4.75,5.07,46.35,74.62,0.58,0.27,0.9,20.39,0.28,53.12,9.78,2,8,1,5,9,6,52/100
4958(長谷川香料),20.13,1.3,1.78,6.47,5.24,119.75,11.93,3.25,11.99,0.57,81.09,1.06,1.29,106.38,25.22,0.7,47.37,-0.94,6,4,7,9,10,8,73/100
4960(ケミプロ),27.83,0.92,1.39,3.31,1.1,4.17,100.0,0.67,2.32,0.0,33.17,-0.1,-0.02,9.01,23.74,1.22,58.82,14.52,6,4,1,2,2,2,28/100
4962(互応化学),22.03,0.54,2.76,2.45,2.12,7.6,-4.86,-0.03,6.62,0.0,86.22,0.15,0.12,0.5,12.32,0.28,53.66,3.03,3,6,1,8,10,6,57/100
4963(星光ＰＭＣ),12.27,0.89,2.03,7.27,5.26,23.92,16.24,6.48,9.99,0.61,72.41,-0.33,-7.36,20.92,24.95,0.84,47.83,11.24,8,8,3,4,9,3,58/100
4966(上村工),16.17,1.4,1.83,8.64,7.05,97.0,-12.3,1.94,15.82,0.0,81.63,4.18,6.64,30.12,19.46,0.65,74.67,6.12,5,4,6,5,10,10,67/100
4967(小林製薬),39.26,4.19,0.87,10.68,8.18,765.53,0.27,-2.3,17.82,0.0,76.6,4.39,5.27,965.52,24.75,0.56,71.18,0.1,4,1,9,5,8,10,62/100
4968(荒川化),13.98,0.43,4.05,3.06,1.65,24.47,-28.81,0.41,3.25,2.98,54.11,-2.61,-4.72,38.16,26.4,1.08,44.5,1.16,2,9,4,5,5,3,47/100
4970(東洋合成),59.38,11.14,0.17,18.76,5.51,142.51,14.02,9.31,11.33,0.0,29.39,10.38,15.9,713.3,50.02,1.28,71.18,1.06,9,1,8,7,2,6,55/100
4971(メック),24.34,3.83,1.05,15.74,12.78,66.94,61.22,9.09,26.37,4.68,81.22,7.31,1.84,390.56,41.97,0.99,73.64,1.09,10,2,7,7,10,8,73/100
4972(綜研化学),9.79,0.57,4.24,5.86,3.71,14.68,-41.28,6.02,5.68,0.0,63.34,-12.19,-14.6,18.94,36.92,1.44,25.64,5.4,5,10,3,7,7,1,55/100
4973(日本高純度),20.34,1.35,2.86,6.64,5.39,17.69,12.25,18.17,7.06,0.0,81.09,-2.19,-4.13,16.43,27.39,0.45,42.29,2.42,9,5,3,6,10,6,65/100
4974(タカラバイオ),23.32,4.43,0.88,19.01,15.71,328.86,42.67,18.88,34.06,9.84,82.65,-7.47,-10.02,824.6,30.69,0.9,35.35,1.44,10,5,9,7,9,5,75/100
4975(ＪＣＵ),22.27,4.74,1.15,21.3,16.75,131.41,20.63,-1.67,35.53,2.65,78.65,5.58,9.58,149.43,31.26,1.03,74.38,-0.25,7,2,7,7,10,9,70/100
4976(東洋ドライ),6.53,0.45,1.59,6.86,5.47,3.49,0.82,-8.6,18.23,0.0,79.71,-0.45,-2.46,1.5,18.28,0.21,54.01,16.87,2,10,1,2,10,10,58/100
4977(新田ゼラチン),12.62,0.68,2.27,5.36,2.58,11.36,-1.03,-6.79,4.58,0.0,48.1,-0.6,-2.4,5.78,12.4,0.52,47.06,8.98,2,8,2,3,4,6,42/100
4978(リプロセル),-106.16,3.08,0.0,-2.92,-2.6,16.6,,23.56,-7.45,0.0,89.05,-9.34,-20.11,139.45,33.5,0.8,24.14,8.2,8,3,4,7,10,2,57/100
4979(ＯＡＴアグリ),10.3,1.77,2.05,17.15,4.09,12.15,29.27,14.2,7.84,0.0,23.85,6.67,20.43,41.11,52.2,0.92,60.66,2.63,10,4,3,7,2,1,45/100
4980(デクセリ),17.01,4.15,1.75,24.39,13.66,221.16,82.59,14.26,22.25,18.87,55.99,38.75,48.77,1508.12,64.39,1.17,97.39,1.25,10,1,9,5,6,8,65/100
4985(アース製薬),18.92,2.63,1.74,13.92,6.42,145.71,6.34,3.62,6.15,0.0,46.13,-4.0,-1.85,247.72,25.27,0.4,37.25,-1.0,8,4,8,7,3,7,62/100
4987(寺岡製),26.48,0.34,2.72,1.27,1.0,9.79,95.92,-0.74,2.09,0.0,78.43,-1.42,0.23,13.28,15.66,0.3,44.23,7.92,4,6,2,4,9,7,53/100
4990(昭和化),21.32,0.92,1.12,4.33,2.03,5.33,-21.94,-3.38,4.93,0.0,46.86,-1.31,-3.36,1.0,11.62,0.42,43.18,21.04,2,6,1,3,4,5,35/100
5008(東亜石),35.08,1.24,1.42,3.54,1.06,35.08,-51.83,-5.24,4.98,-11.52,29.84,-1.02,1.95,5.97,21.67,0.1,50.27,62.71,1,3,3,3,4,10,40/100
5009(富士興),21.76,0.94,5.05,4.3,2.39,9.36,-31.11,-1.74,1.08,0.0,55.48,3.41,5.03,23.22,28.72,0.61,64.0,37.55,2,4,2,4,7,8,45/100
5010(日精蝋),19.65,0.59,2.59,3.02,0.71,4.32,,-6.86,0.93,0.0,23.65,-0.08,0.56,1.8,11.43,0.37,50.0,37.37,2,6,1,4,3,5,35/100
5011(ニチレキ),7.54,0.64,3.17,8.55,6.41,39.99,-14.35,7.43,10.51,0.0,74.94,-4.81,-4.48,52.47,25.03,0.84,38.68,2.79,7,10,5,5,10,4,68/100
5013(ユシロ),12.23,0.53,4.2,4.31,2.69,15.9,38.43,1.16,5.83,0.0,62.3,-2.56,-4.05,17.38,24.4,0.55,47.54,1.95,6,9,3,5,8,4,58/100
5015(ＢＰカストロ),21.04,2.93,4.78,13.95,11.04,32.19,-7.84,-4.01,20.2,0.0,79.16,-1.7,1.16,14.31,12.23,0.24,42.04,2.47,3,3,4,7,10,9,60/100
5017(富士石油),5.9,0.41,0.0,6.87,1.3,19.47,-69.85,-5.41,0.57,2.29,18.98,-10.34,-4.97,199.82,45.58,0.67,28.75,2.48,1,10,4,8,2,1,43/100
5018(ＭＯＲＥＳＣ),6.68,0.7,3.48,10.5,6.03,11.15,84.47,-2.12,7.07,3.33,57.38,-4.51,-3.09,26.12,26.23,0.66,28.57,2.26,6,10,2,6,8,2,57/100
5019(出光興産),4.16,0.79,3.91,19.11,5.56,914.44,204.51,16.47,5.02,54.13,29.1,-3.8,6.52,3538.38,30.84,0.68,33.62,0.21,10,10,10,7,4,5,77/100
5020(ＥＮＥＯＳ),10.45,0.63,4.86,6.02,1.74,1463.0,3.95,-4.15,2.53,0.0,28.85,-2.01,-0.31,7213.42,22.01,0.97,37.88,0.8,3,8,10,3,3,6,55/100
5021(コスモＨＤ),2.14,0.61,4.27,28.62,5.44,198.7,59.19,-4.78,6.54,30.85,19.01,-3.9,-3.16,1079.52,36.31,1.06,37.36,0.74,7,10,9,7,2,2,62/100
5070(ドラフト),19.74,4.47,0.48,22.6,11.92,8.7,44.07,21.82,8.19,0.0,52.76,11.07,12.38,9.96,34.38,0.73,74.46,10.81,10,2,2,3,6,5,47/100
5071(ヴィス),14.29,1.53,1.47,10.67,7.38,5.56,15.69,2.21,6.44,0.0,69.19,4.85,11.08,5.05,36.11,0.63,64.71,22.17,7,4,1,5,9,4,50/100
5074(テスＨＤ),35.77,3.93,0.82,10.98,2.48,89.32,4.28,0.65,13.43,0.0,22.57,10.68,13.23,616.78,55.54,0.86,71.74,2.42,6,1,8,7,2,7,52/100
5076(インフロニア),15.38,,8.23,,,361.39,,,,0.0,,-1.05,-1.12,637.4,20.17,0.5,46.08,0.9,5,5,9,4,5,9,62/100
5101(浜ゴム),5.51,0.76,3.48,13.84,6.68,316.72,116.73,0.55,11.22,0.19,48.3,-5.82,-6.9,798.67,26.07,0.77,38.19,0.64,8,10,9,6,5,4,70/100
5103(昭和ＨＤ),-37.4,0.94,0.0,-2.52,-0.25,3.74,,-7.07,-0.83,0.0,9.97,-4.74,-7.03,2.19,23.26,0.52,37.5,9.28,1,2,1,7,1,2,23/100
5104(日東化工),66.67,0.58,0.0,0.88,0.42,1.67,-25.4,-22.71,1.37,0.0,48.07,1.57,3.82,0.56,11.73,0.23,59.38,66.71,1,2,1,4,5,8,35/100
5105(ＴＯＹＯ),8.81,1.31,2.4,14.86,7.36,288.96,60.59,0.13,12.65,0.44,49.55,-1.58,-4.82,985.04,26.98,1.06,49.3,0.3,8,9,9,6,5,3,67/100
5108(ブリヂストン),10.79,1.63,3.46,15.12,7.76,3506.4,1130.1,-2.83,10.84,1.77,51.32,-4.08,-3.75,6707.59,20.07,0.93,41.59,0.1,8,7,10,7,6,7,75/100
5110(住友ゴ),11.37,0.73,4.39,6.38,2.97,329.86,44.44,1.47,4.65,-6.37,46.65,-12.02,-10.82,911.3,35.81,0.75,29.81,-0.15,7,9,9,10,4,1,67/100
5121(藤コンポ),6.83,0.69,2.47,10.07,7.17,17.07,92.68,-0.02,9.04,6.52,71.17,-7.22,2.42,184.61,49.11,1.34,28.65,2.9,7,9,4,9,9,1,65/100
5122(オカモト),13.62,1.15,2.46,8.44,5.09,77.64,-12.19,-2.07,9.77,0.0,60.25,0.83,-2.22,75.69,19.81,0.59,48.0,0.03,3,7,6,8,7,8,65/100
5142(アキレス),15.78,0.44,3.09,2.8,1.69,20.51,0.96,-3.43,2.73,0.0,60.35,-2.71,-3.94,29.74,20.01,0.67,39.17,2.8,2,8,3,4,7,6,50/100
5161(西川ゴム),6.08,0.46,2.58,7.61,4.41,31.03,22.9,-2.48,8.2,0.0,57.98,-6.7,-4.57,15.83,37.51,0.46,35.43,5.53,4,10,4,7,7,3,58/100
5162(朝日ラバー),11.86,0.63,3.3,5.33,2.28,2.8,1627.78,-1.74,4.29,0.42,42.84,-0.06,-1.21,1.89,10.35,0.34,52.78,25.59,7,8,1,2,3,4,42/100
5184(ニチリン),7.26,0.73,4.3,10.02,5.82,25.39,25.76,-2.68,9.82,0.0,58.09,-2.14,2.02,30.97,17.97,0.51,29.36,3.97,5,9,4,6,7,6,62/100
5185(フコク),7.05,0.57,4.99,8.14,3.84,17.27,171.78,-1.76,5.34,0.0,47.14,-2.67,-4.53,35.32,36.59,1.01,46.15,3.17,7,10,3,6,4,1,52/100
5186(ニッタ),8.26,0.74,3.21,8.99,7.2,80.13,103.05,-3.52,15.0,0.0,80.17,-0.34,-2.82,68.92,23.45,1.13,54.5,0.94,5,9,6,4,10,8,70/100
5187(クリエート),13.51,0.72,3.78,5.3,4.1,9.47,12.5,2.32,9.27,6.81,77.36,-0.26,-0.2,4.73,11.36,0.3,49.06,8.6,6,7,2,3,9,8,58/100
5189(桜ゴム),-43.07,0.51,0.0,-1.19,-0.61,3.88,-135.45,-3.28,-1.07,0.0,51.19,0.41,-1.92,0.02,13.33,0.11,50.0,63.0,1,2,1,4,6,10,40/100
5191(住友理工),-14.81,0.42,2.29,-2.82,-1.13,63.67,,-0.78,0.55,0.0,40.22,-14.09,-16.31,73.35,33.44,0.99,12.3,1.6,3,5,6,8,2,1,42/100
5192(三星ベ),11.93,0.81,3.4,6.77,4.9,63.25,26.76,-0.82,10.43,0.0,72.42,-2.27,-2.53,105.21,24.9,0.78,51.6,0.04,5,8,6,5,10,8,70/100
5194(相模ゴ),14.6,1.59,0.94,10.91,5.09,11.68,17.07,-3.44,21.43,0.0,46.66,0.83,-0.49,9.09,20.86,0.45,56.88,26.15,4,6,2,4,4,6,43/100
5195(バンドー),9.29,0.59,4.52,6.38,3.87,41.78,15.7,-1.37,7.22,0.0,60.62,-0.6,-3.84,80.45,30.4,1.06,48.23,0.31,4,9,5,6,8,3,58/100
5199(不二ラテ),13.16,0.92,2.12,6.96,1.85,3.03,138.94,-1.65,6.88,11.9,26.57,-1.44,-8.7,1.71,24.79,-0.46,49.33,36.82,6,8,1,3,2,4,40/100
5201(ＡＧＣ),9.98,1.15,3.71,11.57,5.09,1287.32,262.39,3.83,12.25,2.48,44.0,-1.71,3.86,7628.4,28.67,0.8,48.76,0.63,9,7,10,6,4,7,72/100
5202(板硝子),5.13,0.82,0.0,15.89,1.21,51.3,,-2.7,3.39,0.0,7.63,-7.52,-4.14,727.98,33.55,1.67,30.11,1.11,5,10,7,7,1,1,52/100
5204(石塚硝),3.95,0.38,2.18,9.54,2.73,8.7,116.83,-0.37,3.57,4.64,28.63,-4.74,-1.59,10.72,25.41,0.46,19.14,7.18,7,10,2,4,2,3,47/100
5208(有沢製),11.81,0.69,5.58,5.83,4.01,31.88,3.41,-0.96,8.53,0.0,68.82,4.17,4.07,101.76,31.23,0.86,65.0,6.65,4,7,5,5,8,6,58/100
5210(日山村硝),-2.12,0.19,0.0,-8.92,-4.37,9.11,,-3.84,-6.45,0.0,48.96,-7.98,-11.04,11.1,18.05,0.78,22.47,6.5,1,3,2,5,5,5,35/100
5212(不二硝),50.2,1.0,0.53,2.0,1.39,3.01,-21.26,0.36,4.0,0.0,69.27,-1.18,-7.17,8.34,34.13,0.92,46.77,14.71,2,4,1,3,8,5,38/100
5214(日電硝),9.88,0.56,4.1,5.72,4.1,266.72,109.33,-0.04,13.56,0.0,71.75,-4.08,4.47,2321.7,31.23,0.49,35.89,0.25,6,8,9,6,9,9,78/100
5216(倉元),-16.7,16.63,0.0,-99.67,-23.81,5.01,,-19.22,-18.75,0.11,23.89,-0.27,-1.87,6.92,26.07,0.2,52.63,31.37,1,1,1,4,2,6,25/100
5217(テクノクオツ),14.39,2.48,0.92,17.24,12.7,27.92,16.55,18.63,18.4,0.0,73.69,7.86,12.9,18.02,25.17,-0.73,70.29,7.18,10,3,4,5,9,10,68/100
5218(オハラ),34.89,1.06,0.99,3.04,2.22,38.38,,-5.62,7.02,1.53,72.89,6.71,6.22,69.72,38.05,1.16,75.32,0.25,2,2,5,7,9,7,53/100
5232(住友大阪),16.79,0.64,3.45,3.93,2.43,129.42,-43.31,-9.34,5.39,-0.7,61.8,4.78,9.57,654.02,35.52,0.77,58.39,-0.26,1,5,8,8,7,9,63/100
5233(太平洋セメ),7.3,0.62,2.92,8.49,3.83,292.15,-3.41,-7.6,8.82,0.0,45.1,-0.99,-3.38,1256.6,28.38,1.14,47.68,1.41,2,10,9,4,4,7,60/100
5237(ノザワ),7.89,0.49,4.29,6.2,3.92,8.44,-13.86,-4.82,7.67,0.0,63.31,0.02,-1.2,1.52,11.5,0.29,51.02,41.86,2,10,1,4,7,6,50/100
5261(リソル),46.18,1.73,1.2,3.74,1.3,23.09,-28.27,-1.51,6.0,0.0,34.77,1.41,2.6,12.18,8.97,0.39,65.08,-7.83,2,2,3,7,3,9,43/100
5262(日本ヒューム),10.56,0.59,2.78,5.6,3.97,21.13,-2.25,-6.47,8.55,0.0,70.79,-4.07,-3.26,15.84,13.88,0.4,28.41,14.66,2,9,3,4,9,7,57/100
5268(旭コン),22.19,0.85,1.99,3.83,2.76,8.65,4.53,-11.88,8.57,0.0,71.97,-0.82,-0.43,2.56,10.12,-0.01,41.18,99.67,1,5,1,2,9,9,45/100
5269(日コン),9.05,0.43,3.19,4.8,2.41,16.29,-11.98,4.09,5.0,0.0,50.17,-5.61,-7.67,33.74,24.11,0.49,33.93,8.17,5,10,3,4,5,2,48/100
5271(トーヨアサノ),16.25,0.67,3.17,4.1,0.83,2.28,-25.42,1.79,1.29,0.0,20.23,-0.3,-4.07,0.97,18.08,0.34,49.58,14.11,3,7,1,3,1,5,33/100
5273(三谷セキ),40.83,2.68,0.6,6.56,4.49,179.65,-19.19,-0.41,9.29,0.0,68.51,-2.27,12.65,138.17,44.34,0.59,54.2,-3.3,3,1,8,7,8,10,62/100
5277(スパンクリト),-7.85,0.4,0.0,-5.11,-4.25,2.73,,-10.97,-10.56,0.0,83.31,-0.14,-6.32,2.7,31.2,0.49,42.55,8.9,1,3,1,4,10,7,43/100
5279(日本興業),10.05,0.33,2.65,3.28,1.64,2.31,-22.92,-0.49,3.14,0.0,50.04,-3.48,-1.55,6.8,46.84,0.24,31.17,11.4,2,9,1,4,5,2,38/100
5280(ヨシコン),5.91,0.43,4.25,7.25,4.16,9.15,3.26,1.03,11.36,0.0,57.43,-1.91,-1.65,4.09,14.14,0.59,26.74,71.58,5,10,1,4,8,5,55/100
5282(ジオスター),13.49,0.59,2.21,4.37,2.73,12.14,-21.26,-0.26,4.18,0.0,62.53,6.28,8.34,21.64,32.04,0.86,64.44,10.21,3,6,2,5,7,4,45/100
5283(高見沢),5.38,0.33,1.17,6.17,2.1,3.77,-43.95,-2.92,1.62,0.0,33.97,-1.03,-3.41,0.24,14.39,0.33,33.72,511.3,2,10,1,3,3,6,42/100
5284(ヤマウＨＤ),4.97,0.63,3.21,12.61,3.81,4.32,-27.54,-8.11,7.5,0.0,30.25,-1.68,1.35,3.57,32.5,0.47,42.59,61.77,2,10,1,6,2,1,37/100
5285(ヤマックス),7.64,0.7,3.29,9.15,3.29,3.51,7.2,2.34,3.89,0.0,35.99,1.74,6.81,4.63,20.78,0.45,59.26,28.97,6,8,1,5,2,2,40/100
5287(イトヨーギョ),8.64,1.01,0.95,11.74,6.36,3.0,-25.0,0.11,2.63,0.0,54.18,-2.03,-13.08,3.51,30.01,1.01,49.06,25.6,4,10,1,4,5,1,42/100
5288(アジアパイル),8.47,0.47,4.49,5.54,2.56,16.95,3.86,1.8,3.56,0.0,46.19,-3.5,-7.12,25.51,19.95,0.62,37.68,3.34,5,10,3,5,4,2,48/100
5290(ベルテクス),8.39,1.22,2.08,14.52,8.21,31.88,1.15,9.99,14.62,0.0,56.57,1.11,0.45,32.14,34.9,1.09,54.24,6.26,9,8,4,8,6,2,62/100
5301(東海カ),25.89,1.54,2.17,5.96,2.61,310.65,260.91,3.82,9.01,0.0,43.78,-3.73,-6.34,2483.0,46.68,1.34,42.29,1.48,9,5,9,5,3,2,55/100
5302(カーボン),25.68,1.16,4.61,4.53,2.82,51.35,0.36,-13.06,12.0,0.0,62.24,0.71,2.21,199.51,21.37,1.13,50.0,0.38,1,3,6,7,7,9,55/100
5304(ＳＥＣカーボ),12.77,0.48,3.24,3.74,3.41,25.54,-14.11,-15.97,13.82,0.0,91.05,4.77,2.06,34.63,32.58,1.22,61.97,16.77,1,7,4,5,10,9,60/100
5310(東洋炭素),15.59,0.98,1.6,6.31,5.52,65.5,54.76,-3.42,16.44,0.0,87.52,2.69,5.58,235.01,29.9,1.03,62.77,2.0,4,5,7,7,10,9,70/100
5331(ノリタケ),8.06,0.62,3.03,7.66,5.49,68.5,156.7,0.99,8.98,0.0,71.61,-5.62,1.07,123.01,41.82,0.43,33.11,1.81,8,9,6,7,9,6,75/100
5332(ＴＯＴＯ),25.67,2.63,1.65,10.23,5.79,962.78,25.75,3.6,8.0,3.7,56.62,-0.98,-5.55,3870.97,33.27,1.47,40.0,0.29,8,4,10,5,6,8,68/100
5333(ガイシ),10.39,1.22,3.05,11.72,6.6,623.32,54.7,3.71,15.92,0.73,56.33,2.75,4.89,1801.68,23.95,1.17,55.9,0.54,8,6,9,5,6,7,68/100
5334(特殊陶),8.12,0.88,4.95,10.87,6.33,396.3,29.81,4.36,14.0,0.0,58.19,8.3,11.97,1673.15,22.77,1.14,85.44,0.62,8,7,9,4,6,8,70/100
5337(ダントーＨＤ),-31.71,0.8,0.0,-2.52,-1.0,6.66,,-1.22,-3.57,0.0,39.84,-10.76,-12.17,15.17,41.83,0.47,14.63,11.35,2,3,2,6,3,2,30/100
5341(アサヒ陶),113.47,2.34,0.0,2.07,1.02,2.27,53.85,-14.41,1.11,0.0,49.39,-8.12,-3.93,16.08,39.64,0.52,20.86,18.06,1,2,1,5,5,3,28/100
5342(ジャニス),42.59,0.79,0.0,1.86,0.88,1.92,20.0,-2.78,1.27,0.0,47.33,-1.41,-1.09,0.29,18.41,-0.19,46.43,,3,3,1,3,4,6,33/100
5343(ニッコー),,5.33,0.0,0.0,0.0,3.65,,,,0.0,6.43,0.35,1.06,0.78,24.33,0.02,52.0,,5,1,1,7,1,2,28/100
5344(ＭＡＲＵＷＡ),15.81,2.5,0.52,15.83,13.45,166.03,53.92,7.03,31.67,10.68,84.99,13.44,18.7,364.75,37.22,0.9,89.04,0.97,9,2,8,7,10,9,75/100
5351(品川リフラ),5.24,0.56,5.26,10.71,5.9,34.09,21.65,-2.62,9.17,3.01,55.06,-7.03,-9.09,105.52,29.69,0.99,25.27,1.87,5,10,5,7,6,3,60/100
5352(黒崎播磨),6.89,0.63,4.81,9.15,4.22,37.92,25.77,-2.55,6.15,0.0,46.1,-7.32,-12.99,59.25,28.74,1.26,29.25,4.78,5,10,5,8,4,1,55/100
5355(ルツボ),17.1,0.77,1.87,4.48,2.06,3.76,141.94,-2.82,3.41,0.0,45.89,-0.82,-0.79,1.36,9.76,0.25,35.29,172.98,5,6,1,3,4,5,40/100
5356(美濃窯),7.56,0.48,3.66,6.34,4.07,5.29,-17.76,-2.06,8.33,0.0,64.17,-1.45,-5.35,0.99,23.74,0.38,38.89,,2,10,1,4,7,3,45/100
5357(ヨータイ),14.43,1.09,2.58,7.58,6.22,31.75,5.93,-4.51,13.22,0.0,82.02,-2.47,-2.94,63.63,34.59,0.56,46.46,46.87,3,7,5,4,10,8,62/100
5358(イソライト),9.16,1.34,3.28,14.59,10.71,20.16,36.05,-1.12,20.0,0.0,73.42,-2.36,11.93,155.33,40.75,0.69,38.36,1.43,7,6,4,7,9,3,60/100
5363(ＴＹＫ),11.09,0.48,1.88,4.29,2.9,14.51,4.46,-3.09,10.9,0.1,67.49,-1.47,-2.66,4.93,24.75,0.97,40.82,5.44,3,9,2,4,8,3,48/100
5367(ニッカトー),14.37,0.79,2.14,5.51,3.95,9.05,109.57,-3.6,9.68,16.47,71.75,-5.3,1.36,12.24,42.81,0.39,41.41,14.16,4,6,2,7,9,3,52/100
5368(日本インシュ),10.13,0.77,3.5,7.61,5.29,8.7,-29.5,3.49,12.13,0.0,69.49,-1.25,-1.67,2.11,11.65,0.33,37.14,54.95,5,8,1,2,8,7,52/100
5380(新東),50.44,0.26,3.64,0.51,0.26,0.86,-33.33,-4.71,0.65,-0.29,51.68,0.77,1.9,0.4,15.26,-0.06,55.46,29.2,1,4,1,7,5,8,43/100
5381(Ｍｉｐｏｘ),27.65,3.16,0.0,11.44,4.42,13.82,132.56,3.5,8.38,0.0,38.69,0.15,13.13,1618.35,85.03,0.83,49.47,1.07,9,2,5,9,2,1,47/100
5384(フジミインコ),24.36,3.82,2.28,15.69,13.38,214.39,52.42,10.27,23.5,4.98,85.28,7.35,17.36,486.88,29.93,0.9,66.67,1.33,10,2,8,5,10,10,75/100
5386(鶴弥),27.97,0.26,2.53,0.94,0.69,3.08,-62.88,-3.87,2.18,-9.1,73.57,-1.73,-2.77,2.01,8.78,0.31,34.78,76.14,1,7,1,3,9,8,48/100
5387(チヨダウーテ),26.05,0.67,0.0,2.56,1.1,9.12,-24.14,-4.7,2.12,29.76,42.93,0.09,0.03,0.56,20.59,0.48,50.0,13.65,1,5,1,5,3,5,33/100
